Chris,Herrmann,BALK,C,1.768293836153108
Jose,Bautista,BALK,RF,1.7973985262543877
Eduardo,Nunez,CHOICE,SS,1.8585793074032917
Stephen,Piscotty,MICE,LF,1.8662257225678176
Adam,Jones,FISHFRY,CF,1.8700942280707087
Buster,Posey,ICHI,C,1.8847417130061723
Justin,Bour,BUSTERS,1B,1.9114237330087662
Jonathan,Lucroy,BUSTERS,C,1.9409523203926133
Freddie,Freeman,CORN,1B,2.0127299029027732
Jonathan,Villar,BALK,SS,2.0261438557947002
Starling,Marte,WIND,CF,2.0639835463582594
Brandon,Belt,WIND,1B,2.0727332476143427
DJ,LeMahieu,PWRS,2B,2.0964294384283115
Danny,Valencia,CHOICE,3B,2.1002967621603421
Joey,Votto,WIND,1B,2.1119356901129134
Kole,Calhoun,MICE,RF,2.1205610366815777
Evan,Longoria,MICE,3B,2.1221433835468035
Carlos,Santana,POLLOS,1B,2.1650229991248144
Mike,Napoli,WHACK,1B,2.1960376506691834
Adam,Duvall,PWRS,LF,2.1986917019143459
Wilson,Ramos,WHACK,C,2.2631637284741584
Michael,Saunders,CHOICE,LF,2.2935114099276981
Dexter,Fowler,WHACK,CF,2.2977738658849924
Rougned,Odor,BUSTERS,2B,2.3009004752772202
Jean,Segura,DIPA,SS,2.3280859620418641
Brandon,Moss,DIPA,RF,2.356197106096257
Odubel,Herrera,WHACK,CF,2.4216835542630961
Carlos,Beltran,FISHFRY,RF,2.4508703048677876
Kyle,Seager,PWRS,3B,2.4711698242018127
Ben,Zobrist,MICE,2B,2.4880843402842636
Todd,Frazier,WHACK,3B,2.4904121084888318
Carlos,Correa,CHOICE,SS,2.6167705021628853
Aledmys,Diaz,DIPA,SS,2.629570834548042
Ryan,Braun,CORN,RF,2.6778875750239992
Corey,Seager,WORKS,SS,2.7097609710199348
Miguel,Cabrera,FISHFRY,1B,2.7458220980528418
Eric,Hosmer,WORKS,1B,2.8113730087290714
Yoenis,Cespedes,CORN,LF,2.81297432133195
Mark,Trumbo,AIDS,RF,2.8460153346631523
Daniel,Murphy,BALK,2B,3.0542227147788079
Jay,Bruce,WIND,RF,3.1705230809903675
Jake,Lamb,WORKS,3B,3.1729184185647528
Francisco,Lindor,AIDS,SS,3.2270123083127813
Nelson,Cruz,ICHI,RF,3.2432964478703417
Marcell,Ozuna,CHOICE,RF,3.2466843866323782
David,Ortiz,PWRS,DH,3.2768677196556171
Chris,Davis,WORKS,1B,3.2950235622762545
George,Springer,POLLOS,RF,3.3146638658188472
Carlos,Gonzalez,MICE,RF,3.3314568075121418
Edwin,Encarnacion,AIDS,1B,3.3407238988552139
Charlie,Blackmon,BUSTERS,CF,3.3419197656426509
Robinson,Cano,WIND,2B,3.447273455131965
Gregory,Polanco,PWRS,RF,3.47352810001557
Matt,Carpenter,AIDS,3B,3.4851680269585468
Kris,Bryant,CHOICE,3B,3.5145968993391348
Anthony,Rizzo,AIDS,1B,3.5431682956293766
Manny,Machado,WHACK,3B,3.5510976881743312
Trevor,Story,FISHFRY,SS,3.5818453480473811
Nolan,Arenado,WORKS,3B,3.8566680461316589
Ian,Kinsler,POLLOS,2B,3.8627268884703718
Bryce,Harper,CHOICE,RF,3.8696040037883117
Jackie,Bradley,BUSTERS,CF,3.8778166121297653
Wil,Myers,WIND,CF,3.9935790366200585
Mookie,Betts,WORKS,CF,4.0765506143793964
Xander,Bogaerts,WORKS,SS,4.1091279191721872
Ian,Desmond,BUSTERS,SS,4.368877269928765
Jose,Altuve,CHOICE,2B,4.4660422678430267
Paul,Goldschmidt,WORKS,1B,4.5053416911427533
Josh,Donaldson,WIND,3B,4.5806789144816085
Mike,Trout,CHOICE,CF,4.9932782041418111
