All Relief Pitchers   Projections Standard Categories
Avail,Player,INNs,APP,GS,QS,CG,W,L,S,BS,HD,K,BB,H,ERA,WHIP,Rank,
FA,Jeremiah Estrada RP | SD,62,73,0,0,0,2,3,1,0,28,94,24,49,3.34,1.18,707
Nate's Team,Hunter Gaddis RP | CLE ,68,80,0,0,0,2,2,0,0,39,71,19,54,2.78,1.07,708
FA,Orion Kerkering RP | PHI ,57,69,0,0,0,3,2,6,1,20,65,23,50,3.16,1.28,713
Nate's Team,"Brad Keller SP,RP | PHI ",50,25,12,4,0,4,4,0,0,1,49,16,36,2.70,1.04,715
The Powers of Matthew Starr,"Justin Wrobleski SP,RP | LAD ",63,25,14,3,0,6,5,0,0,1,63,16,57,4.14,1.16,716
FA,Kyle Finnegan RP | DET,59,66,0,0,0,4,4,4,1,6,53,19,49,3.51,1.15,718
FA,Mason Englert RP | TB,92,58,0,0,0,3,2,1,0,9,79,21,83,3.81,1.13,722
American Double IPAs,"Tyler Holton SP,RP | DET",61,56,0,0,0,3,2,1,0,16,50,13,47,3.25,0.98,728
AIDS,Yimi Garcia RP | TOR ,61,71,0,0,0,2,1,4,1,28,80,29,40,3.98,1.13,730
AIDS,"Lake Bachar SP,RP | MIA",76,68,0,0,0,5,2,1,0,10,85,34,64,4.14,1.29,731
FA,"Troy Melton SP,RP | DET ",48,23,11,3,0,5,4,0,0,1,37,16,33,3.00,1.02,733
FA,"Taijuan Walker SP,RP | PHI ",131,26,26,5,0,6,8,0,0,0,95,41,132,4.05,1.32,740
Nate's Team,Tony Santillan RP | CIN,65,75,0,0,0,1,2,1,0,32,73,26,49,2.63,1.15,743
FA,"Eric Lauer SP,RP | TOR",54,25,13,3,0,4,4,0,0,0,53,15,46,3.17,1.13,745
The Compleat Works of Mtt McQny,"Tanner Banks SP,RP | PHI",58,59,0,0,0,4,1,1,0,9,56,14,52,3.57,1.14,746
Cornballers,"Sean Burke SP,RP | CHW ",128,26,26,7,0,6,9,0,0,0,125,54,131,4.29,1.45,752
FA,"Ryan Yarbrough SP,RP | NYY",57,25,13,4,0,5,3,0,0,0,42,17,45,3.63,1.09,754
Brophy's Choice,Matt Brash RP | SEA ,58,72,0,0,0,1,2,0,0,29,69,23,44,2.33,1.16,755
FA,Justin Slaten RP | BOS,64,63,0,0,0,3,2,1,0,18,56,16,52,3.66,1.06,756
FA,Kade Strowd RP | ARI,59,64,0,0,0,1,2,1,0,13,60,32,40,1.83,1.22,759
Izzy Alcantara's New Backstop Busters,"Mike Soroka SP,RP | ARI ",59,24,13,3,0,6,5,0,0,0,62,23,49,4.58,1.22,762
FA,Gabe Speier RP | SEA,49,71,0,0,0,2,2,1,0,23,68,13,38,3.67,1.04,763
FA,Robert Stephenson RP | LAA ,54,71,0,0,0,4,3,1,0,5,58,19,47,3.50,1.22,765
FA,"Clay Holmes SP,RP | NYM ",49,25,13,3,0,6,4,0,0,1,40,19,43,3.31,1.27,768
Bed Stuy Fish Fry,"Dean Kremer SP,RP | BAL",52,25,12,4,0,6,4,0,0,1,43,15,46,3.98,1.17,769
FA,Fernando Cruz RP | NYY,61,77,0,0,0,3,3,1,0,26,101,34,49,4.28,1.36,772
FA,Gordon Graceffo RP | STL,107,63,0,0,0,9,3,1,0,11,102,29,114,5.80,1.34,773
FA,Pierce Johnson RP | CIN,57,71,0,0,0,3,2,4,1,18,65,22,54,3.47,1.33,775
FA,"Aaron Bummer SP,RP | ATL ",66,71,0,0,0,5,2,1,0,7,73,22,69,3.95,1.38,776
The Compleat Works of Mtt McQny,Bryan Baker RP | TB,68,74,0,0,0,2,3,1,0,21,80,17,58,4.24,1.10,777
Brophy's Choice,"Kolby Allard SP,RP | CLE ",61,25,13,3,0,4,4,0,0,0,38,13,58,2.80,1.16,778
FA,"Tobias Myers SP,RP | NYM",59,25,13,2,0,4,3,0,0,0,48,16,55,3.05,1.20,780
FA,"Jordan Leasure SP,RP | CHW",64,77,0,0,0,4,3,7,1,21,88,36,59,4.92,1.48,785
FA,"Cade Gibson SP,RP | MIA",64,58,0,0,0,3,4,1,0,7,55,27,56,2.67,1.30,786
The Compleat Works of Mtt McQny,Erik Sabrowski RP | CLE,49,69,0,0,0,1,1,1,0,21,85,38,31,2.39,1.41,787
FA,"David Morgan SP,RP | SD",57,59,0,0,0,2,2,1,0,6,63,28,44,2.68,1.26,788
Izzy Alcantara's New Backstop Busters,"Danny Coulombe SP,RP | TEX",45,71,0,0,0,2,1,1,0,16,50,17,34,2.40,1.13,789
Honeynut Ichiros,"Keegan Akin SP,RP | BAL",70,73,0,0,0,3,1,1,0,19,80,32,60,3.73,1.31,790
FA,"Albert Suarez SP,RP | BAL ",56,25,12,3,0,5,4,0,0,0,45,17,52,3.54,1.23,792
FA,"Jose Suarez SP,RP | ATL",60,25,13,5,0,6,4,0,0,0,54,29,52,3.90,1.35,794
FA,Matt Festa RP | CLE,50,63,0,0,0,5,2,1,0,11,56,16,44,4.68,1.20,796
FA,Tommy Nance RP | TOR,57,60,0,0,0,3,1,1,0,7,58,17,55,3.16,1.26,797
FA,Anthony Bender RP | MIA ,62,75,0,0,0,2,2,1,0,27,62,26,51,3.05,1.24,801
FA,Calvin Faucher RP | MIA,62,69,0,0,0,2,3,4,1,13,65,27,56,3.34,1.34,802
FA,"Dietrich Enns SP,RP | BAL",63,28,15,4,0,6,5,0,0,1,68,21,69,4.29,1.43,803
FA,Michael Kelly RP | ATH,55,64,0,0,0,4,4,4,1,11,45,27,50,3.27,1.40,805
FA,"A.J. Blubaugh SP,RP | HOU",35,19,6,2,0,3,3,0,0,0,33,11,23,2.57,0.97,807
FA,Greg Weissert RP | BOS,57,66,0,0,0,3,1,1,0,15,52,19,54,3.00,1.28,808
Brophy's Choice,David Robertson RP | PHI,53,58,0,0,0,1,2,4,1,32,71,21,45,3.74,1.25,809
Orchids of Asia Day Spa,"Grant Taylor SP,RP | CHW",66,72,0,0,0,3,4,3,1,24,101,28,67,4.77,1.44,811
FA,"J.T. Brubaker SP,RP | SF ",54,25,12,4,0,4,4,0,0,0,38,21,40,3.50,1.13,812
FA,"Jayden Murray SP,RP | HOU",59,63,0,0,0,2,1,1,0,13,47,18,51,2.90,1.17,813
FA,"Rico Garcia SP,RP | BAL",65,60,0,0,0,1,2,1,0,22,75,20,61,3.32,1.25,814
FA,Edgardo Henriquez RP | LAD,46,55,0,0,0,5,2,1,0,12,46,22,46,3.13,1.48,816
Izzy Alcantara's New Backstop Busters,"Louie Varland SP,RP | TOR",61,63,0,0,0,2,1,8,2,18,66,19,64,4.43,1.36,818
FA,"Carmen Mlodzinski SP,RP | PIT ",60,25,13,0,0,3,5,0,0,0,51,17,56,3.30,1.22,820
FA,"Cole Sands SP,RP | MIN",65,67,0,0,0,3,3,1,0,12,69,16,62,4.43,1.20,821
FA,"Drew Pomeranz SP,RP | LAA",35,21,8,2,0,2,3,0,0,1,46,11,28,2.31,1.11,823
FA,Blake Treinen RP | LAD,49,61,0,0,0,3,4,5,1,21,63,23,50,3.86,1.49,825
FA,Julian Fernandez RP | WAS,71,71,0,0,0,3,2,1,0,15,77,27,64,4.31,1.28,827
FA,"Rob Zastryzny SP,RP | MIL",34,57,0,0,0,4,2,1,0,4,33,16,28,2.65,1.29,830
FA,"Braydon Fisher SP,RP | TOR",39,49,0,0,0,3,1,1,0,4,57,18,32,3.69,1.28,831
FA,Ben Joyce RP | LAA ,76,81,0,0,0,3,1,1,0,31,71,33,73,3.43,1.39,832
FA,Jake Junis RP | TEX,41,21,8,2,0,3,2,0,0,0,31,9,34,2.85,1.05,834
FA,"Javier Assad SP,RP | CHC",50,25,12,3,0,4,3,0,0,1,35,18,42,3.24,1.20,835
FA,Grant Anderson RP | MIL,62,65,0,0,0,3,3,1,0,6,67,25,56,3.92,1.31,836
The Dulcet Tones of Vincent Scully,"Jack Perkins SP,RP | ATH",55,25,13,4,0,4,5,0,0,1,52,23,44,4.09,1.22,838
FA,"Daniel Lynch SP,RP | KC",50,25,12,3,0,4,3,0,0,0,35,18,44,3.06,1.24,840
FA,Hunter Barco RP | PIT ,43,22,10,4,0,4,4,0,0,1,39,13,38,3.56,1.19,841
FA,"Trevor McDonald SP,RP | SF",45,23,11,4,0,4,3,0,0,1,40,13,39,3.80,1.16,842
FA,"Tyler Phillips SP,RP | MIA",79,58,0,0,0,2,1,1,0,10,54,23,71,3.53,1.19,843
FA,Seth Halvorsen RP | COL,63,73,0,0,0,1,2,21,6,3,71,35,72,5.29,1.70,844
Orchids of Asia Day Spa,Camilo Doval RP | NYY,58,67,0,0,0,2,2,4,1,13,65,32,47,3.88,1.36,848
FA,Erik Miller RP | SF ,50,68,0,0,0,3,2,1,0,19,54,32,40,2.88,1.44,850
FA,Brock Stewart RP | LAD ,44,54,0,0,0,2,1,1,0,21,53,17,39,3.07,1.27,851
FA,"Wandy Peralta SP,RP | SD",55,72,0,0,0,4,1,2,0,7,49,23,55,3.60,1.42,853
FA,Yuki Matsui RP | SD ,54,61,0,0,0,3,1,2,0,5,57,27,44,4.00,1.31,857
FA,"Sean Newcomb SP,RP | CHW",57,25,13,3,0,3,6,0,0,0,58,21,60,3.00,1.42,858
Olympic-Size Swimming Pool Up On The Roof,Eric Orze RP | MIN,89,78,0,0,0,2,2,1,0,9,88,43,85,3.54,1.44,859
American Double IPAs,"DL Hall SP,RP | MIL",59,25,13,3,0,3,3,0,0,0,45,25,44,3.81,1.17,864
FA,"Kyle Hart SP,RP | SD",50,25,13,4,0,5,4,0,0,1,43,14,41,5.40,1.10,865
FA,Spencer Bivens RP | SF ,71,51,0,0,0,3,3,1,0,7,52,20,70,3.80,1.27,867
Olympic-Size Swimming Pool Up On The Roof,"Kyle Harrison SP,RP | MIL ",54,25,13,4,0,3,4,0,0,1,48,17,48,3.83,1.20,868
FA,"Huascar Brazoban SP,RP | NYM",67,57,0,0,0,2,2,1,0,14,65,31,56,3.76,1.30,870
FA,Zak Kent RP | MIN ,75,54,0,0,0,5,3,0,0,7,71,32,73,4.56,1.40,871
FA,Tyler Ferguson RP | ATH,71,74,0,0,0,4,1,1,0,18,79,43,55,4.82,1.38,872
Izzy Alcantara's New Backstop Busters,"Bailey Falter SP,RP | KC",49,25,12,3,0,4,4,0,0,1,29,15,41,3.86,1.14,873
Izzy Alcantara's New Backstop Busters,"Jose Berrios SP,RP | TOR ",50,25,13,7,0,4,4,0,0,1,40,16,46,3.96,1.24,874
FA,Blas Castano RP | SEA,40,22,9,3,0,4,3,0,0,1,34,13,34,4.05,1.18,877
FA,"Keider Montero SP,RP | DET ",56,25,12,2,0,4,5,0,0,0,40,17,52,4.02,1.23,878
FA,"Ryan Gusto SP,RP | MIA",55,25,13,3,0,6,5,0,0,0,51,18,56,5.24,1.35,879
FA,Zack Kelly RP | BOS,63,63,0,0,0,3,3,1,0,9,68,26,58,4.43,1.33,880
FA,"Mitch Spence SP,RP | KC",55,25,12,1,0,5,5,0,0,0,41,15,56,4.42,1.29,881
FA,"Osvaldo Bido SP,RP | NYY",57,25,13,2,0,6,5,0,0,0,48,23,55,4.89,1.37,882
Olympic-Size Swimming Pool Up On The Roof,Caleb Thielbar RP | CHC,42,63,0,0,0,2,2,1,0,20,48,15,36,3.64,1.21,883
American Double IPAs,"Janson Junk SP,RP | MIA ",62,25,13,5,0,4,5,0,0,0,43,8,65,4.50,1.18,884
FA,"Brady Basso SP,RP | ATH ",65,68,0,0,0,5,2,1,0,12,52,34,70,3.32,1.60,885
FA,"Charlie Morton SP,RP | ATL",53,25,13,5,0,5,4,0,0,1,50,22,49,4.75,1.34,886
FA,Porter Hodge RP | CHC ,42,48,0,0,0,2,1,4,1,14,49,21,32,4.50,1.26,887
FA,"Ryan Brasier SP,RP | TEX ",47,25,13,3,0,3,3,0,0,1,36,9,43,4.02,1.11,888
FA,Jose Corniell RP | TEX ,73,61,0,0,0,3,3,1,0,13,64,25,67,4.56,1.26,889
FA,"Martin Perez SP,RP | ATL ",52,25,13,5,0,3,4,0,0,1,37,18,44,3.63,1.19,890
FA,Alexis Diaz RP | TEX,64,71,0,0,0,4,2,1,0,9,60,35,46,5.06,1.27,892
FA,"Scott Barlow SP,RP | ATH ",55,28,16,5,0,5,5,0,0,1,73,39,47,4.75,1.56,893
FA,Tim Hill RP | NYY,58,69,0,0,0,3,2,1,0,11,32,16,58,3.26,1.28,895
FA,Sauryn Lao RP | WAS,68,61,0,0,0,6,3,1,0,8,71,21,83,5.03,1.53,896
FA,Jon Gray RP | TEX ,55,25,13,5,0,4,4,0,0,0,41,15,51,4.58,1.20,900
FA,"Michael Lorenzen SP,RP | COL",149,27,27,10,0,5,13,0,0,0,123,48,160,4.95,1.40,901
FA,"Patrick Corbin SP,RP | TEX",50,25,13,3,0,4,4,0,0,1,37,14,48,4.32,1.24,903
